cif_file,name,KVRH,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,Di,Df,Dif,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV,3_cycle_norm,4_cycle_norm,5_cycle_norm,6_cycle_norm,7_cycle_norm,8_cycle_norm,9_cycle_norm,10_cycle_norm,11_cycle_norm,12_cycle_norm,density
mof_7939.cif,mof_7939,12.46152,315.3268,633.5648,1377.1308,2534.144,4357,11352,26428,30016,37,88,188,320,276,880,1852,2272,26.7085,71.3688,158.6652,231.84,2.4025,23.746,44.9035,72.354,625,1125,3275,2700,1,5,11,16,25,80,175,220,1.9321,5.5461,14.1363,16.7912,0,-7.57,-11.92,-21.88,0,80,144,292,0,0,0,0,0,9,20,36,0,2.96,5.12,10.16,186.8806,409.895,556.928,507.7892,1000,2204,2996,2720,22,50,68,60,118,278,368,308,12.5574,28.6674,38.97,34.2316,9.2416,18.4832,16.9936,7.752,49,98,91,42,1,2,2,1,4,8,10,6,0.5625,1.125,1.14,0.5775,54.76,109.52,138.38,83.62,0,0,0.49,0.49,0,0,1,1,0,0,0,0,0,0,-1,-1,0,0,-0.02,-0.02,0,0,-3.9,-3.9,9.2416,16.9936,25.24213333,29.81226667,49,91,135.3333333,158.6666667,1,2,3,3.333333333,4,10,15.33333333,14.66666667,0.5625,1.14,1.7125,1.885,54.76,138.38,212.38,201.7733333,0,0.49,0.816666667,0.326666667,0,1,1.666666667,0.666666667,0,0,0,0,0,-1,-1.666666667,-0.666666667,0,-0.02,-0.033333333,-0.013333333,0,-3.9,-6.5,-2.6,28.25555,15.23874,28.25537,1478.61,4357,0.8398,2.474629012,0.8398,0,2.47463,0,17750.8,0,0.285714286,0.285714286,0.285714286,0.142857143,0,0,0,0,0,0,0.339364
mof_7954.cif,mof_7954,28.33251,315.3268,633.5648,1377.1308,2534.144,4357,11352,26428,30016,37,88,188,320,276,880,1852,2272,26.7085,71.3688,158.6652,231.84,2.4025,23.746,44.9035,72.354,625,1125,3275,2700,1,5,11,16,25,80,175,220,1.9321,5.5461,14.1363,16.7912,0,-7.57,-11.92,-21.88,0,80,144,292,0,0,0,0,0,9,20,36,0,2.96,5.12,10.16,99.9428,211.9302,260.9412,137.037,536,1140,1404,744,12,26,32,18,58,128,152,82,6.8716,14.9274,18.3616,10.4258,9.2416,18.4832,16.9936,7.752,49,98,91,42,1,2,2,1,4,8,10,4,0.5625,1.125,1.14,0.5775,54.76,109.52,138.38,83.62,0,0,0.49,0.49,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,-0.02,-0.02,0,0,-3.9,-3.9,9.2416,16.9936,26.2352,7.752,49,91,140,42,1,2,3,1,4,10,12,4,0.5625,1.14,1.7025,0.5775,54.76,138.38,193.14,83.62,0,0.49,0.49,0.49,0,1,1,1,0,0,0,0,0,-1,0,0,0,-0.02,-0.02,-0.02,0,-3.9,-3.9,-3.9,18.65683,9.10109,18.60909,1921.39,3208.76,0.7462,1.246167309,0.7462,0,1.24617,0,5559.85,0,0.285714286,0.285714286,0.285714286,0.142857143,0,0,0,0,0,0,0.598796
mof_7948.cif,mof_7948,8.980535,315.3268,633.5648,1377.1308,2534.144,4357,11352,26428,30016,37,88,188,320,276,880,1852,2272,26.7085,71.3688,158.6652,231.84,2.4025,23.746,44.9035,72.354,625,1125,3275,2700,1,5,11,16,25,80,175,220,1.9321,5.5461,14.1363,16.7912,0,-7.57,-11.92,-21.88,0,80,144,292,0,0,0,0,0,9,20,36,0,2.96,5.12,10.16,171.3228,373.8552,506.7612,447.097,828,1836,2364,1756,24,52,72,70,124,292,380,318,12.1624,27.8788,37.1496,32.0406,9.2416,18.4832,16.9936,7.752,49,98,91,42,1,2,2,1,4,8,10,4,0.5625,1.125,1.14,0.5775,54.76,109.52,138.38,83.62,0,0,0.49,0.49,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,-0.02,-0.02,0,0,-3.9,-3.9,9.2416,16.9936,26.2352,7.752,49,91,140,42,1,2,3,1,4,10,12,4,0.5625,1.14,1.7025,0.5775,54.76,138.38,193.14,83.62,0,0.49,0.49,0.49,0,1,1,1,0,0,0,0,0,-1,0,0,0,-0.02,-0.02,-0.02,0,-3.9,-3.9,-3.9,29.10958,16.45164,29.10958,1515.85,5859.32,0.8607,3.326916833,0.8607,0,3.32692,0,21480.6,0,0.285714286,0.285714286,0.285714286,0.142857143,0,0,0,0,0,0,0.258708
mof_7951.cif,mof_7951,8.911122,315.3268,633.5648,1377.1308,2534.144,4357,11352,26428,30016,37,88,188,320,276,880,1852,2272,26.7085,71.3688,158.6652,231.84,2.4025,23.746,44.9035,72.354,625,1125,3275,2700,1,5,11,16,25,80,175,220,1.9321,5.5461,14.1363,16.7912,0,-7.57,-11.92,-21.88,0,80,144,292,0,0,0,0,0,9,20,36,0,2.96,5.12,10.16,171.3228,373.8552,506.7612,465.1,828,1836,2364,1852,24,52,72,72,124,294,392,346,12.1624,27.8788,37.1496,33.1648,9.2416,18.4832,16.9936,7.752,49,98,91,42,1,2,2,1,4,8,10,5,0.5625,1.125,1.14,0.5775,54.76,109.52,138.38,83.62,0,0,0.49,0.49,0,0,1,1,0,0,0,0,0,0,-1,-0.5,0,0,-0.02,-0.02,0,0,-3.9,-3.9,9.2416,16.9936,26.2352,11.628,49,91,140,63,1,2,3,1.5,4,10,13,8,0.5625,1.14,1.7025,0.86625,54.76,138.38,193.14,125.43,0,0.49,0.49,0.735,0,1,1,1.5,0,0,0,0,0,-1,-0.5,-1,0,-0.02,-0.02,-0.03,0,-3.9,-3.9,-5.85,29.71715,16.54862,29.71693,1400.51,5445.11,0.8619,3.351023503,0.8619,0,3.35102,0,21636.2,0,0.285714286,0.285714286,0.285714286,0.142857143,0,0,0,0,0,0,0.257205
mof_7956.cif,mof_7956,6.039738,315.3268,633.5648,1377.1308,2534.144,4357,11352,26428,30016,37,88,188,320,276,880,1852,2272,26.7085,71.3688,158.6652,231.84,2.4025,23.746,44.9035,72.354,625,1125,3275,2700,1,5,11,16,25,80,175,220,1.9321,5.5461,14.1363,16.7912,0,-7.57,-11.92,-21.88,0,80,144,292,0,0,0,0,0,9,20,36,0,2.96,5.12,10.16,216.6928,483.7602,700.5612,741.143,976,2244,3036,2672,32,70,104,118,174,428,600,582,15.0816,36.087,51.1944,51.1606,9.2416,18.4832,16.9936,7.752,49,98,91,42,1,2,2,1,4,8,10,6,0.5625,1.125,1.14,0.5775,54.76,109.52,138.38,83.62,0,0,0.49,0.49,0,0,1,1,0,0,0,0,0,0,-1,-1,0,0,-0.02,-0.02,0,0,-3.9,-3.9,9.2416,16.9936,26.2352,15.504,49,91,140,84,1,2,3,2,4,10,14,12,0.5625,1.14,1.7025,1.155,54.76,138.38,193.14,167.24,0,0.49,0.49,0.98,0,1,1,2,0,0,0,0,0,-1,-1,-2,0,-0.02,-0.02,-0.04,0,-3.9,-3.9,-7.8,32.85383,18.52129,32.84596,1286.5,5430.34,0.8613,3.635573153,0.8613,0,3.63558,0,27246.1,0,0.285714286,0.285714286,0.285714286,0.142857143,0,0,0,0,0,0,0.236909
mof_7958.cif,mof_7958,5.426459,315.3268,633.5648,1377.1308,2534.144,4357,11352,26428,30016,37,88,188,320,276,880,1852,2272,26.7085,71.3688,158.6652,231.84,2.4025,23.746,44.9035,72.354,625,1125,3275,2700,1,5,11,16,25,80,175,220,1.9321,5.5461,14.1363,16.7912,0,-7.57,-11.92,-21.88,0,80,144,292,0,0,0,0,0,9,20,36,0,2.96,5.12,10.16,262.0628,593.6652,894.3612,1025.193,1124,2652,3708,3540,40,88,136,166,224,564,828,894,18.0008,44.2952,65.2392,70.4038,9.2416,18.4832,16.9936,7.752,49,98,91,42,1,2,2,1,4,8,10,6,0.5625,1.125,1.14,0.5775,54.76,109.52,138.38,83.62,0,0,0.49,0.49,0,0,1,1,0,0,0,0,0,0,-1,-1,0,0,-0.02,-0.02,0,0,-3.9,-3.9,9.2416,16.9936,26.2352,15.504,49,91,140,84,1,2,3,2,4,10,14,12,0.5625,1.14,1.7025,1.155,54.76,138.38,193.14,167.24,0,0.49,0.49,0.98,0,1,1,2,0,0,0,0,0,-1,-1,-2,0,-0.02,-0.02,-0.04,0,-3.9,-3.9,-7.8,34.89002,18.77226,34.89002,1205.06,5594.51,0.8707,4.042228216,0.8707,0,4.04224,0,34488.3,0,0.285714286,0.285714286,0.285714286,0.142857143,0,0,0,0,0,0,0.215401
mof_7960.cif,mof_7960,6.81369,315.3268,633.5648,1377.1308,2534.144,4357,11352,26428,30016,37,88,188,320,276,880,1852,2272,26.7085,71.3688,158.6652,231.84,2.4025,23.746,44.9035,72.354,625,1125,3275,2700,1,5,11,16,25,80,175,220,1.9321,5.5461,14.1363,16.7912,0,-7.57,-11.92,-21.88,0,80,144,292,0,0,0,0,0,9,20,36,0,2.96,5.12,10.16,236.852,521.8824,717.9264,693.7094,1268,2808,3864,3716,28,64,88,82,152,360,480,422,15.9932,36.7232,50.46,46.7874,9.2416,18.4832,16.9936,7.752,49,98,91,42,1,2,2,1,4,8,10,6,0.5625,1.125,1.14,0.5775,54.76,109.52,138.38,83.62,0,0,0.49,0.49,0,0,1,1,0,0,0,0,0,0,-1,-1,0,0,-0.02,-0.02,0,0,-3.9,-3.9,9.2416,16.9936,25.118,31.2284,49,91,134.75,166.25,1,2,3,3.5,4,10,15.5,15.5,0.5625,1.14,1.71375,1.98,54.76,138.38,214.785,213.305,0,0.49,0.8575,0.3675,0,1,1.75,0.75,0,0,0,0,0,-1,-1.75,-0.75,0,-0.02,-0.035,-0.015,0,-3.9,-6.825,-2.925,35.56502,19.82408,35.56482,1173.88,5050.14,0.8822,3.795322744,0.8822,0,3.79532,0,33278.2,0,0.285714286,0.285714286,0.285714286,0.142857143,0,0,0,0,0,0,0.232444
mof_7961.cif,mof_7961,4.114919,315.3268,633.5648,1377.1308,2534.144,4357,11352,26428,30016,37,88,188,320,276,880,1852,2272,26.7085,71.3688,158.6652,231.84,2.4025,23.746,44.9035,72.354,625,1125,3275,2700,1,5,11,16,25,80,175,220,1.9321,5.5461,14.1363,16.7912,0,-7.57,-11.92,-21.88,0,80,144,292,0,0,0,0,0,9,20,36,0,2.96,5.12,10.16,229.6978,509.7702,726.5712,767.153,1048,2388,3180,2816,34,74,108,122,182,444,616,596,16.2674,38.4586,53.566,53.5322,9.2416,18.4832,16.9936,7.752,49,98,91,42,1,2,2,1,4,8,10,6,0.5625,1.125,1.14,0.5775,54.76,109.52,138.38,83.62,0,0,0.49,0.49,0,0,1,1,0,0,0,0,0,0,-1,-1,0,0,-0.02,-0.02,0,0,-3.9,-3.9,9.2416,16.9936,26.2352,15.504,49,91,140,84,1,2,3,2,4,10,14,12,0.5625,1.14,1.7025,1.155,54.76,138.38,193.14,167.24,0,0.49,0.49,0.98,0,1,1,2,0,0,0,0,0,-1,-1,-2,0,-0.02,-0.02,-0.04,0,-3.9,-3.9,-7.8,37.7747,21.36605,37.76256,1089.63,6014.14,0.8896,4.910115522,0.8896,0,4.91011,0,39148.1,0,0.285714286,0.285714286,0.285714286,0.142857143,0,0,0,0,0,0,0.181177
mof_7971.cif,mof_7971,30.40703,499.3886,901.5552,4149.4424,4719.68,11948,32448,68672,88064,58,152,424,688,624,2304,4652,6152,37.6684,132.3928,292.4472,446.8768,1.7689,36.6016,25.87293333,100.548,1600,2560,7173.333333,7040,1,8,10,22.66666667,64,176,346.6666667,432,2.3716,8.9936,14.54786667,25.64613333,0,-16.88,-6.153333333,-45.45333333,0,256,220.6666667,730.6666667,0,0,0,0,0,42,36.66666667,127.3333333,0,6.48,5.953333333,18.25333333,118.7144,219.096,337.3204,385.387,548,1008,1456,1420,16,32,48,58,80,192,256,250,7.4224,16.2624,23.0448,24.6794,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.00876,8.5134,14.77957,1431.73,1585.3,0.6167,0.682847431,0.586,0.0307,0.648854,0.0339929,4757.65,249.249,0.285714286,0.285714286,0.285714286,0.142857143,0,0,0,0,0,0,0.90313
mof_7972.cif,mof_7972,36.31796,499.3886,901.5552,4149.4424,4719.68,11948,32448,68672,88064,58,152,424,688,624,2304,4652,6152,37.6684,132.3928,292.4472,446.8768,1.7689,36.6016,25.87293333,100.548,1600,2560,7173.333333,7040,1,8,10,22.66666667,64,176,346.6666667,432,2.3716,8.9936,14.54786667,25.64613333,0,-16.88,-6.153333333,-45.45333333,0,256,220.6666667,730.6666667,0,0,0,0,0,42,36.66666667,127.3333333,0,6.48,5.953333333,18.25333333,110.3108,195.1684,278.5088,279.309,596,1060,1508,1500,12,24,32,30,56,124,140,114,6.7532,13.7384,18.1184,16.8158,11.8336,8.772,20.6056,20.9152,64,48,112,112,1,1,2,2,1,3,4,4,0.5329,0.5621,1.095,1.095,28.09,59.89,87.98,78.44,0,0.89,0.89,0.8,0,2,2,2,0,0,0,0,0,-2,-2,-2,0,-0.04,-0.04,-0.04,0,-6,-6,-4.2,9.2416,16.9936,24.7456,37.9088,49,91,133,203,1,2,3,4,4,10,16,14,0.5625,1.14,1.7175,2.235,54.76,138.38,222,216.82,0,0.49,0.98,-0.31,0,1,2,-1,0,0,0,0,0,-1,-2,1,0,-0.02,-0.04,0.02,0,-3.9,-7.8,0.3,17.69533,9.10365,17.64164,1468.74,1559.91,0.6478,0.688011521,0.6027,0.0451,0.640112,0.0478995,4743.95,354.99,0.285714286,0.285714286,0.285714286,0.142857143,0,0,0,0,0,0,0.941554
mof_7975.cif,mof_7975,26.71035,499.3886,901.5552,4149.4424,4719.68,11948,32448,68672,88064,58,152,424,688,624,2304,4652,6152,37.6684,132.3928,292.4472,446.8768,1.7689,36.6016,25.87293333,100.548,1600,2560,7173.333333,7040,1,8,10,22.66666667,64,176,346.6666667,410.6666667,2.3716,8.9936,14.54786667,25.64613333,0,-16.88,-6.153333333,-45.45333333,0,256,220.6666667,730.6666667,0,0,0,0,0,42,36.66666667,130,0,6.48,5.953333333,18.25333333,86.3494,135.201,169.5304,109.191,472,744,928,600,10,18,20,14,38,72,60,48,5.689,10.4258,11.3716,8.0542,11.8336,8.772,20.6056,8.772,64,48,112,48,1,1,2,1,1,3,3,2,0.5329,0.5621,1.095,0.5621,28.09,59.89,87.98,59.89,0,0.89,0.89,0.89,0,2,2,2,0,0,0,0,0,-2,-1,-1,0,-0.04,-0.04,-0.04,0,-6,-6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.64508,10.48656,19.64508,1793.91,2567.3,0.7477,1.07004601,0.7477,0,1.07005,0,7247.81,0,0.285714286,0.285714286,0.285714286,0.142857143,0,0,0,0,0,0,0.698755
mof_7980.cif,mof_7980,21.28751,499.3886,901.5552,4149.4424,4719.68,11948,32448,68672,88064,58,152,424,688,624,2304,4652,6152,37.6684,132.3928,292.4472,446.8768,1.7689,36.6016,25.87293333,100.548,1600,2560,7173.333333,7040,1,8,10,22.66666667,64,176,346.6666667,421.3333333,2.3716,8.9936,14.54786667,25.64613333,0,-16.88,-6.153333333,-45.45333333,0,256,220.6666667,730.6666667,0,0,0,0,0,42,36.66666667,128.6666667,0,6.48,5.953333333,18.25333333,131.7194,245.106,363.3304,389.314,620,1152,1600,1444,18,36,52,60,88,206,264,260,8.6082,18.634,25.4164,25.9884,11.8336,8.772,20.6056,13.158,64,48,112,72,1,1,2,1.5,1,3,3.5,4,0.5329,0.5621,1.095,0.84315,28.09,59.89,87.98,89.835,0,0.89,0.89,1.335,0,2,2,3,0,0,0,0,0,-2,-1.5,-2.5,0,-0.04,-0.04,-0.06,0,-6,-6,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.03575,10.89434,23.02434,1690.31,2888.05,0.7421,1.26794663,0.7421,0,1.26795,0,9904,0,0.285714286,0.285714286,0.285714286,0.142857143,0,0,0,0,0,0,0.585277
mof_7984.cif,mof_7984,16.03092,499.3886,901.5552,4149.4424,4719.68,11948,32448,68672,88064,58,152,424,688,624,2304,4652,6152,37.6684,132.3928,292.4472,446.8768,1.7689,36.6016,25.87293333,100.548,1600,2560,7173.333333,7040,1,8,10,22.66666667,64,176,346.6666667,432,2.3716,8.9936,14.54786667,25.64613333,0,-16.88,-6.153333333,-45.45333333,0,256,220.6666667,730.6666667,0,0,0,0,0,42,36.66666667,127.3333333,0,6.48,5.953333333,18.25333333,177.0894,355.011,557.1304,682.442,768,1560,2272,2360,26,54,84,108,138,342,484,524,11.5274,26.8422,39.4612,45.1084,11.8336,8.772,20.6056,17.544,64,48,112,96,1,1,2,2,1,3,4,6,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2,2,4,0,0,0,0,0,-2,-2,-4,0,-0.04,-0.04,-0.08,0,-6,-6,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.03117,12.87361,25.84679,1497.14,3028.86,0.7695,1.55677526,0.7695,0,1.55678,0,13775.5,0,0.285714286,0.285714286,0.285714286,0.142857143,0,0,0,0,0,0,0.494291
mof_7986.cif,mof_7986,20.25553,499.3886,901.5552,4149.4424,4719.68,11948,32448,68672,88064,58,152,424,688,624,2304,4652,6152,37.6684,132.3928,292.4472,446.8768,1.7689,36.6016,25.87293333,100.548,1600,2560,7173.333333,7040,1,8,10,22.66666667,64,176,346.6666667,432,2.3716,8.9936,14.54786667,25.64613333,0,-16.88,-6.153333333,-45.45333333,0,256,220.6666667,730.6666667,0,0,0,0,0,42,36.66666667,127.3333333,0,6.48,5.953333333,18.25333333,160.2822,307.1558,439.5072,465.2292,864,1664,2376,2496,18,38,52,52,90,206,252,228,10.189,21.7942,29.6084,29.3716,11.8336,8.772,20.6056,20.9152,64,48,112,112,1,1,2,2,1,3,4,4,0.5329,0.5621,1.095,1.095,28.09,59.89,87.98,78.44,0,0.89,0.89,0.8,0,2,2,2,0,0,0,0,0,-2,-2,-2,0,-0.04,-0.04,-0.04,0,-6,-6,-4.2,9.2416,16.9936,24.7456,36.6928,49,91,133,196,1,2,3,4,4,10,16,16,0.5625,1.14,1.7175,2.25,54.76,138.38,222,232.36,0,0.49,0.98,0.09,0,1,2,0,0,0,0,0,0,-1,-2,0,0,-0.02,-0.04,0,0,-3.9,-7.8,-1.8,25.96976,13.599,25.84941,1497.85,2854.06,0.7894,1.504151947,0.7894,0,1.50415,0,13546.8,0,0.285714286,0.285714286,0.285714286,0.142857143,0,0,0,0,0,0,0.524814
mof_8001.cif,mof_8001,42.41,499.3886,901.5552,4149.4424,4719.68,11948,32448,68672,88064,58,152,424,688,624,2304,4652,6152,37.6684,132.3928,292.4472,446.8768,1.7689,36.6016,25.87293333,100.548,1600,2560,7173.333333,7040,1,8,10,22.66666667,64,176,346.6666667,410.6666667,2.3716,8.9936,14.54786667,25.64613333,0,-16.88,-6.153333333,-45.45333333,0,256,220.6666667,730.6666667,0,0,0,0,0,42,36.66666667,130,0,6.48,5.953333333,18.25333333,73.3444,109.191,143.5204,83.181,400,600,784,456,8,14,16,10,30,56,44,34,4.5032,8.0542,9,5.6826,11.8336,8.772,20.6056,8.772,64,48,112,48,1,1,2,1,1,3,3,2,0.5329,0.5621,1.095,0.5621,28.09,59.89,87.98,59.89,0,0.89,0.89,0.89,0,2,2,2,0,0,0,0,0,-2,-1,-1,0,-0.04,-0.04,-0.04,0,-6,-6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5306,6.55026,14.48945,1921.06,1672.41,0.6069,0.528345579,0.6069,0,0.528346,0,3325.77,0,0.285714286,0.285714286,0.285714286,0.142857143,0,0,0,0,0,0,1.14868
mof_7995.cif,mof_7995,15.01127,499.3886,901.5552,4149.4424,4719.68,11948,32448,68672,88064,58,152,424,688,624,2304,4652,6152,37.6684,132.3928,292.4472,446.8768,1.7689,36.6016,25.87293333,100.548,1600,2560,7173.333333,7040,1,8,10,22.66666667,64,176,346.6666667,410.6666667,2.3716,8.9936,14.54786667,25.64613333,0,-16.88,-6.153333333,-45.45333333,0,256,220.6666667,730.6666667,0,0,0,0,0,42,36.66666667,130,0,6.48,5.953333333,18.25333333,144.7244,271.116,389.3404,393.241,692,1296,1744,1468,20,40,56,62,96,220,272,270,9.794,21.0056,27.788,27.2974,11.8336,8.772,20.6056,8.772,64,48,112,48,1,1,2,1,1,3,3,2,0.5329,0.5621,1.095,0.5621,28.09,59.89,87.98,59.89,0,0.89,0.89,0.89,0,2,2,2,0,0,0,0,0,-2,-1,-1,0,-0.04,-0.04,-0.04,0,-6,-6,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.57604,16.24889,27.55599,1532.89,3782.97,0.813,2.006367069,0.813,0,2.00637,0,16632.3,0,0.285714286,0.285714286,0.285714286,0.142857143,0,0,0,0,0,0,0.40521
mof_7998.cif,mof_7998,14.79016,499.3886,901.5552,4149.4424,4719.68,11948,32448,68672,88064,58,152,424,688,624,2304,4652,6152,37.6684,132.3928,292.4472,446.8768,1.7689,36.6016,25.87293333,100.548,1600,2560,7173.333333,7040,1,8,10,22.66666667,64,176,346.6666667,421.3333333,2.3716,8.9936,14.54786667,25.64613333,0,-16.88,-6.153333333,-45.45333333,0,256,220.6666667,730.6666667,0,0,0,0,0,42,36.66666667,128.6666667,0,6.48,5.953333333,18.25333333,144.7244,271.116,389.3404,415.324,692,1296,1744,1588,20,40,56,64,96,222,280,274,9.794,21.0056,27.788,28.36,11.8336,8.772,20.6056,13.158,64,48,112,72,1,1,2,1.5,1,3,3.5,4,0.5329,0.5621,1.095,0.84315,28.09,59.89,87.98,89.835,0,0.89,0.89,1.335,0,2,2,3,0,0,0,0,0,-2,-1.5,-2.5,0,-0.04,-0.04,-0.06,0,-6,-6,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.21471,13.87148,28.12375,1454.79,3614.5,0.8237,2.046530811,0.8237,0,2.04653,0,16965.2,0,0.285714286,0.285714286,0.285714286,0.142857143,0,0,0,0,0,0,0.402486
